address,"total NEST to claim, wei"
0x1E54F6E49648b5bD0B024F272f2041CFEb444CBe,239493066671145000000
0x1E59078C552206473E2FE13DAA3bf7699A609F93,2438699868944490000
0x1e74fe61d36444C0F0ED180c7AE5CD3631af7378,80456263860470600000000
0x1e93480aE6867ea016Eb9B0d3612B8C8454237ef,2518030287597860000000
0x1EbB73f5F47Bcc3D7dC1dabf7284875E3AE40E07,1490516325455910000000
0x1f0D4973B96a4Bc681dD11FDEABA44e241a6BF60,2938139497849790000000
0x1F50c9a5Adca1F0Cf1c43c498c1a8C6023Edd243,181780701070328000000
0x1F68f203dC24886AaD95bf3bA48E39Cb5Abb20e3,2141715607795770000000
0x1f70070B627d53C5E06f632ce9734E3ce661fe3F,86204679777382900000
0x1F7Da94F8Ffb08Ef04809E588A060224c4137877,102934973621101000000
0x1F9E539D76eCc21830fa6a7CdeA4cf3946927A04,2141715607795770000000
0x1FbF88E60Ed97a817867d882dD97fa856f840b15,11344984718263800000000
0x1Fc46d86890cB931432ba21E0fA05C70fF9b0FF0,107456708017284000000
0x1FD3C9245179a92AB547d19BA2f465A2403083cc,2684389781274630000
0x1fD7DAe8CE6190509486e657629975e10eCFeF60,5149698669689700000000
0x1feE198A3D28B2419bf0Ab4BBbd6cC8f75368216,2141715607795770000000
0x2093d87807a430Ca7F4f3BAE983152E5527028c2,106279383995814000000000
0x20D5F3f40Dd1783D4e1075fc028732D60D2B9Dd6,1341988080038160000000
0x20Ddb3C73982Af3Ccc0fbF38E2640aA575E66ca8,123791877851727000000
0x210c09B2390ee03Ee86dD8bb736BDA2F31AaB57F,2141715607795770000000
0x211E8C1B6cb5A0162a95e07A3bF173f954E76af2,4975080444457650000000
0x2130FD01026867A6c8DdE24ad5E64F2e2DFce196,11342916251661400000000
0x2157BFBb446744fC92bd95C3911eB58D0a9b01bD,6514403403467940000000
0x219EE0C53D8d8CdA8700647b1e2a58896a4Dc5f1,12097390142405900000000
0x21B947726904539D7AA5AC99BE8a4eE846f4f832,86220709015340100000
0x21c0d45E3c1A4430c4bE2EE9109bC788CaC0ffe6,419419316700800000000000
0x21E1728c8768510C145c7b594561e59260c493Ec,2141715607795770000000
0x21F64aB89929e9eD0A4b33D2D8e46719bd3dEB42,1625638583097530000000
0x2217854468CfA2EECC21761bCC67a2F773Aa1425,13339386449283500000000
0x224a5ba2c04b66E97743d5Bea1D6dA6Bee8B6a8A,192038515099905000000
0x226Fa898550EF48313d359d90F69914018a89F73,2141715607795770000000
0x228E7E122dF3Ce81de1bE62b7c551f93865F2d09,193850271744891000000
0x22C29291F01ecAfD7003c17c7E1935168c001996,2479464643669760000000
0x23055b4F89C2cEDac82C04fc1633AD1973a158fc,15174725191551800000000
0x231304b170c55C74e0A79bB6bf397aDB3A9DA373,1447541265550960000000
0x23184D3ae7DE5609bB57EAEC707d9BE0b17408A6,4151660573048270000000
0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,2141715607795770000000
0x23777a214Af90185FA59fE692DafF609dd02Ab90,95107608491031300000000
0x237E1CCb114C2C404ae770236c7420Bf051829b4,120073263439319000000000
0x23F48d4f9814e3C7eC6e6E5C26Be444f74E2c15E,272988791372882000
0x23FcF8D02b1B515ca40EC908463626C1759c2756,2141715607795770000000
0x249a947f9Bf78F0e1E3F4304d744c5AD7aBcAb12,64308290067120600000
0x24C04BBc0A15936c9C5325fA467e55DeF72Abe1A,2141715607795770000000
0x24d337865E9Bff6C8b65397b3c1f61FB78b1F1E3,7441246358799370000
0x24db8a0A16Da2812B55AF4d0F3a8ADa8A68A330f,144029540212123000000000
0x24E32f7BFBce554aB95346D02791b4c12DcE41B9,3288377482276310000000
0x24f595CF45eC425e42F1350fD7452694d01ff578,105508076918381000000
0x251244F964cceE8ED38e4D17AFb500FA58849587,103145203831734000000
0x251529cb98Cb17beda8963d4C742a7E791240768,3932932972986280000000
0x2565338450efBFFD83388aC2E75B8A22925473B1,965221908590585000000
0x2581Ab339c447141DE95426EDb4c7c341be4819b,2029728998482590000000
0x259E9949c46975C3B250A78D25a4d998e5401a44,631287225560624000000000
0x25c77c01a5d96A6D9538022f3d8cFfb211F6b899,4158487718207690000000
0x25Ca93c584756D674D6FE6D1e241a89791b18DF3,3378029755723770000000
0x25d246a7A723cAE8cF7760Ba902eA0f2329947F7,9099626379096050
0x25FdBA2336b29057df9a248a3666c56f8DAF3250,142964230040457000000
0x264a0B2961f9662BBB8dd0B830664A3918d8ccAa,102434686857396000000
0x265C8B23C0CBa1777efB97A79335f75C11a3f386,21739007415165100000
0x26602Bf417c4e57bA3d2268d7f93A1E16F29E069,4714512018467020000000
0x26610e89A8B825F23E89e58879cE97D791aD4438,2141715607795770000000
0x267B334dFa60455b1426F7E76e3af7C9bF2b5276,26544013890650300000000
0x26c541f5e1C8eab0f6F0943Bb1C8843Ab18C4B0D,2141715607795770000000
0x26DF3aE78E4fDc1241e22682363573A8f21238a7,10086957925823800000000
0x26F2e5F55C4be2E5F3431969AF9099b37912ca6F,57122313451244600000000
0x271bC1af8Ba402f57b574825a1D88cde9fEE7F0c,216185429735030000000
0x273E2a10FBbC05886b5471b739A9bC6b1AC7A8FA,106531220906213000000
0x276f90535DaDD16C42F15886eEEAA2864128803e,4889764070140030000000
0x278484e16C8C1C2E611abf6E387EFAE7108de533,7374534077713070000000
0x27ADFbDb9A913fFDf886b4f76eca80AB8f189beF,8848810229881410000000
0x27Df3BEa267bcF89690d60778Fb328112d75d01a,140378465892888000000
0x28165971E4d592CA6C45A3786786Ec2f6b4b8D23,1682705150091820000000
0x28261858E665F9617E17C637a951bc205DA16150,6030477430568760000000
0x28358CEf6F55f9746c9C26c62E5728036B4F64B8,6004326447947210000000
0x2846f10A4ADC6da64CD55a02FD6D3d87b92f5c05,2914868095428560000000
0x285fed35cBEA271A711681e84fFd83c68a596A75,10302952761697500000000
0x2869C9913da2000c962Cfb0c323d831F1d6Ec42D,539735238963766000000
0x287bDF8c332D44Bb015F8b4dEb6513010c951f39,922865907792611000000
0x288EEa5DAd34F3d37139737C789D61294beb6Df6,17801826552961500000000
0x28aa4F9ffe21365473B64C161b566C3CdeAD0108,299621247054338000000000
0x28C974C18C6553B445c4B77F35D83F3499ACF58f,429771682632223
0x28e4fF4DD35bcacB040ad6cfd8283EEd459B2E2E,1517154207727320000000
0x29173d2cA61813d90B49A1e715BA59eE49377114,3981142569539250000000
0x29978235174fb0669627B072102906af02f11E88,28436332427154200000
0x29CC5559f54C4408e5073aC8f9432f9ADA93c601,5063740674361720000000
0x29F82d09C2AfD12f3c10ee49CD713331f4A7228E,2141715607795770000000
0x2a22107A718C0fFB3b99c8F15a6a1D5Cff30bDB5,2141715607795770000000
0x2A2B676d146093435424F67231289Eb61Bbfb50E,1700568507122350000000
0x2A37dee235876438dF436e63d4648899E0E6e77a,85954336526444700
0x2ae9176a87c7a0B3150a377Ce2Ddc13a45884Cda,37426752936363700000
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,483878803311872000000
0x2B2d8Db86A129D4387440F0daa2dC8fb9E5e160E,2660496444074590000000000
0x2b41a71c5767ED3D53678E217fD94264BaBB368b,1446261721671300000000
0x2B8cA9728FcC756A1B222bA70B55f3c07eEDc267,2141715607795770000000
0x2B92423fDB70c166c7fad664493Cda07337e40Fd,315917773396451000000000
0x2BC55eAe1C5C5ff8d4Ed79B1eaC06a4d350a7C91,4109928150623660000000
0x2bcDCA8c689b4aA460B66FFde1d6B1761d41d5dF,5439899619894970000000
0x2BDCEe98064DcEf922C031Ab468a8Cd2CaAe2EE9,313769493634215000000000
0x2bdEfe7ea78009ce07fE2E696B0387BBDbbD74b5,4740560976778390000000
0x2bE652fA30D480a471D3FBC160689Cb05d9a444A,2413240892466770000000
0x2c3474Bfe64cD9748be69D24c30cC91639265e68,4862919503818510000000
0x2C9AA5E544453e5A6249139FD3Dc2e711C56eB4f,5703136059292780000000
0x2c9C3050B242Df683c5Db26A0c5874c938E06B8F,1534026449493650000000
0x2CA053639C4Ab1f11C5455c017bD962f45E6048f,210583553610082000000
0x2cf59F8986aa73D37F5Dc3A59a50DB2704f5aD9e,2141715607795770000000
0x2cFb075E8FC0D99837653629B0A3d527f0769a1A,3733991943471460000000
0x2d192Ea713758EF0fF436d7D3582033B462cc1B6,3924032734222650000000
0x2d2CAfAA03aaa8f62157E51ae0eF2534355515f5,22831965681172700000000
0x2D5B2f465d3bA99589a7d64AcD3C1265d1fEA430,3983636615736300000000
0x2D7dAE92460eCeEf480F875599b672F685a71B5E,6212401432623230000000
0x2dC95DD15eaa66E7f92d38044e11C81e266952E0,69511542595528900000
0x2DDB405238368695f34d30a80AB60c449aa5cE48,2141715607795770000000
0x2EA2ce595Bd68a0CD1FD34b06dF98970952Fe4D2,7153279891814980000000
0x2EB5BBD6Ac55a3fF064ee0a9e4D4a839D90A8207,2141715607795770000000
0x2eF4e4255A2F3162A41b28A5236Eb5ff49D3371E,2141715607795770000000
0x2f45724d7E384b38D5C97206e78470544304887F,75277132826186400000000
0x2F91dE7942B7CFFaEceB945E803905fBb964f381,2141715607795770000000
0x2fBA49E7da57a05A577a969457209670269a32AB,30920530432850500000
0x2FEf6742D30C81c518d7742D5c7Ae6723f64a79C,113866561490331000000000
0x300A14363CcC6cCA92b3ad76a429C4687a9CDD16,2501531039585780000000
0x300c0768338492366De8D7F2843b2e9Dc9a3D8eE,32758654963026700000
0x3011bF40F0c8363d44f23A5Fb5f88d8663896a3c,573267362146711000000
0x301b623AF819848371feE227c5ead1BDfC44F8Aa,8235161871921540000
0x3021338C74f10CEf1ECe6404Ac1498c2559f7a5c,96870539477877800000000
0x303F2d38AB911296DEcA9dC19968a854d9cBCAdC,2141715607795770000000
0x30DDB23BcFe0BAD321192fC6A5eA9e69df59799a,1452581092437080000000
0x30F89f5f4cF25f457B4D9cBFb64a64A97F00bED0,21488584131611200000000
0x31273d679EA2c03771E333911466f64585016313,14213616401277200000
0x3159BFBB1f89b363C24Ead3AA5AAAfe400269E69,2141715607795770000000
0x318f3BF55949B361708A30c410BD5bF7101EEEb3,4502029970642010000000
0x31B87a9636DC5626a9C1B9AA730cbD17158d701F,7180984464916700000000
0x31D961ec888dfdC07B218E1066500AFD2f74727A,28623651028041200000
0x31dfb68a54E43E17e613afcaB67E382B29053FA4,2937616099897140000000
0x31e71C89a1cC088179A14280414A5D777e3B2558,12516359104264000000000
0x323c9EA33B77Dbb2FFF0c702c59c99Ffb1b5A23d,2141715607795770000000
0x3276265d5628a199d2aF643160E1893c86C25AC5,2141715607795770000000
0x329eB667752E1B9D23341715f65EBbdF59034198,19447139122388900000000
0x32Af25467b00aAe516505B3331cfEc52092ea5BA,2141715607795770000000
0x32dd733fCaFe7678eA3B8e526F44812a76c5190f,2141715607795770000000
0x33173A3B9b4a86654fefA252F75dAB701df092cB,13391837953982000000000
0x335475d760078DcDF4d23619fd0E4C467729D5bD,1518982852626400000000
0x336E3d60cd414B73247e9a8448Dc083Bd38AcD50,26398528683821500000000
0x343eeE3EfCAD87e589E7B35BdC72758fe9c839C3,201771636833331000000
0x34C6A516Ee11bFb386962060888d4b3B128608cb,2141715607795770000000
0x34D4C501DB810483c6d6D9b3AeFF8fdF6a7DDfC5,10883149024619300000000
0x34E4451B1Da7615E9897de4896f1645a8ef9eCFc,74455537294610000000
0x34EB5C0a3a08eEB18141a626Da5ab7366791ce43,33332122989073800000000
0x34fB5E72A593ec2a3a1fE04eb9A52a3Cc48ACc18,87547505397176900000
0x35135671c2E46D4a16DBfFaf2348e06c7041e664,870789587154077000000
0x35A1a7740653b9c99b9b70C37c1C97192585B6BB,2141715607795770000000
0x35ee51f8C901cE6fC08c95e22Df8166098153B18,1580815959922180000000
0x35f7a9311eAB6961B0b278C7e176b8Dc9C43C185,22494750043224900000000
0x3672f5F8a74d97e163382b4b94B76C04d4924B1C,11579609214551700000000
0x36b27b40E724092Ad752ac60c1ac171e0225b4B9,1855449306601860000000
0x36f630b6369711fCe05f21Ac80aC3D798E652b39,969800442676123000000
0x3776e8A0746661E330b881Bc1327aCCC2054bd5f,2141715607795770000000
0x379CAdAb8F98bF10121E2e9B7fc02CA802345E8b,1389505882288610000000
0x3806B7F23538b26Cc3d9A9C51A4b57654eAFe019,64316959428990300000
0x380fEEA870DB5EDd638A8fe78A271FA6E707826f,349789217793428000000
0x3820c80cC5A0e671E4557E1b9897fB1Af01e8455,412886447287130000000
0x3834c6c5Dd42B6a3Ec3D63d50d2fE85B78cE3A12,1990973195581600000000
0x3850CD6f7516Fc46dd3aeCf410FA84a0358968F5,99540936890556000000000
0x385BAe68690c1b86e2f1Ad75253d080C14fA6e16,7710632548915260000000
0x389b8Bd4FAc72ff9Aa5fD888a4B3283Ac4c14b28,53088912581402200000000
0x392014C1BF050aBc4a3e1329EA420BFa86858427,199081873781112000000000
0x39347D78EA7ea0961768A4024480777AbD6d609E,211156253590026000000000
0x3967D78660bCBc95c625d58A40C42Ce10bd905D6,2587096597941190000000
0x39D12116298f3b2B55E53e7B99C0Bf47041761df,20155199342903700000000
0x3A39899DC78b7307aCd83f51463C853Fa79E1B09,1921082893392210000000
0x3A98108B5ae113c9ce6f423C89B37c4C1567aC78,26916694826735900000
0x3a9F4062cE363664f4f50d0E08bE7c85b17849A0,5973259610334380000000
0x3ac453051Cca7A13D84519B22300Bcc0a5096D03,1293548298970600000000
0x3aee7d5600c29EE7e4482c810746081313460738,2141715607795770000000
0x3Af0e0Cb6E87D67C2708debb77AE3F8ACD7493b5,2141715607795770000000
0x3afb643DA2CbcC18146AFC1E9d9A12359B8D62B9,1321290987440710000000
0x3B0AfB0bd7fc22D421FD6cE124A802a88228EcdB,22048394711727700000
0x3B59ff27F2A913ec041265d6e0284d0A8CF044d9,2172809188066730000000
0x3B82B31bBE0DC3fE0f13D17f9a4d0455eF562e06,34898083483672500000000
0x3Bcd01c2448EFfFF9c0554Cd5f971Ec29A41e26c,569472117275405000000
0x3bE3b5CC353975DE22D9cb4d9E36866792708671,2141715607795770000000
0x3c4d795C7E77ff7c391b9f3ed42776ea2EE2B8e2,3875988352760260000000
0x3C85813263BAdE9eCE7191926133b59B7ae527D4,4119389974539510000000
0x3cB3D47bE9DF732E1713A9f30EFeB2E162B6F3f6,8428217703240900000000
0x3D6991085Ab1ae3926cB96f25684C40a364B6856,2757325521561710000000
0x3D88E984b1deC0187DEEad28180Ab53969858081,2141715607795770000000
0x3DbA8332729cB351a15d9bCEB4d48549362694ff,2111030629953170000000
0x3E3AAC0Cb9038253Ae6b76e73b36BA4403AB1754,2847648519788750000000
0x3E3BF77705CA28391E46e107e739D6b0347A8c5A,2818490703839110000000
0x3e763998E3c70B15347D68dC93a9CA021385675d,524156678606054000000
